
000149E6EF7102AACA9690D6E8DD2932124B94AB,000A10D43011EA4928A35F610405F92B4433B4DC,0011BD2485AD45D984EC4159C88FC066E5E3300E,95.215.44.189,73.202.60.9,162.247.72.201,16.7941710949,0
001524DD403D729F08F7E5D77813EF12756CFA8D,002121252467538C9DA1BC2378997E64629814F6,002A7562C1144E62DBB6CB94EF98926C9681A829,185.13.39.197,46.4.253.194,78.47.148.174,3.57434296608,1
0041E0150B0A307506C2863EFC9F2B7E3A523B36,007900928C7D38CFDCB3BC8407CAD6EE57A24FE2,00B311695DA03A523CBA9F0F6C89ACCA194AB59C,91.248.85.151,88.198.11.171,104.131.154.101,9.12206411362,2
00B70D1F261EBF4576D06CE0DA69E1F700598239,00E64ADF25DCB86A98C77994E3D281583BE21E32,010C3906A032599F501DDF70E28C356E9094E965,193.34.116.126,5.196.36.22,198.252.153.69,7.1477291584,3
0111BA9B604669E636FFD5B503F382A4B7AD6E80,013C186D50C6734C3D0346CFF652A96DE3166666,015CD3F2D07C4B66419858A1912B9F1C82EEB1BF,176.10.104.240,178.140.98.58,129.10.115.219,3.58603215218,4
015ED42759A8990B85B23CC9CA79C4E210E05AA1,0188E10E4C1FF610CBCFC1C81CF572093F2FFDEE,01C67E0CA8F97111E652C7564CB3204361FFFAB8
01CD89CDAC9FF3266D5CB4A5EF1999641FEE9BBE,01EFDB545C44D7763F263A8CE5EF72975F6C3154,022FC55242FF794B9BA1CBEBF90F7F550D4F5B4C,50.7.184.58,192.99.57.165,192.155.83.101,5.28034305573,6
0235228968D0A2DB8C84AD94CFB4CADE6A091B3C,02C8628F9C6A70E1D86991ACB779EE82BB9C7C19,03190061E1ECC9FA30DC6AF35929CB87852217FF,144.76.39.202,194.63.141.120,108.45.32.166,3.16412997246,7
031CE32DB574DDB63FEFE171ABDA7ED168D5782F,038417302E16D75B4FF466586292B25AE308C631,03CC7F60941C094D3FA2E8C58976F30DF095B3EE,79.136.42.226,158.58.170.67,23.105.11.123,20.3063468933,8
03D4D7D87BE67A77FAE5158A0146A4B561C47B37,044A3928F3834026CCBB092D2826BE5C03A08D8C,04C4F491FD7730F42F301597FA230FC59C44F20D,195.154.97.160,178.158.241.74,180.210.203.249,5.57584190369,9
04DDE5ECE1B48306946D83E4061C0AC8943D248C,05306030EC5AAEB1B385CBB69B4D682286396307,05ADE6B6C5998F6933EA1E8423AB20F05CD44C90,217.233.85.59,78.197.78.161,107.191.46.204,2.98713803291,10
05B81FC31102801F9C149C5B57C5C0588E555ABA,06276158277A1CE028B257D4D1955B9A6D40678F,06AB6E853E8D929F9D60E3A41EF4F97B7CF6FDA4,217.83.94.32,86.136.154.138,176.114.248.47,4.1024928093,11
06AB861763CA55B99F664FD9ABE0673B5C6BDC69,072362989AD35AF1E102E7F1DEA2A40B6257C164,07931B8254570356833C0756C08C5D2642B260C3,5.45.108.189,107.13.17.98,37.49.226.236,4.60130190849,12
079B235C5D4FCE3C7701285EB9B5535062BA9971,07F82B8C45DE53A6C91039E35911A66AB716C1F0,089260D1E6B94EEB3EBB49F25CC64B72C18AA9EE
08A82A7539BB9C9C24DBC8F7F14D265EB0611E80,0908CFA48B1DAA51DF35462E275000B7F987F9E0,09CBFD503893EE702A75BE6603A0D6489D53603F,5.135.185.145,81.169.251.74,5.135.186.57,4.0296189785,14
09E22B2A3B2593C92C2F77CEC5CDEDCBDE6587C0,0ACE25A978D4422C742D6BC6345896719BF6A7EB,0B454C7EBA58657B91133A587C1BDAEDC6E23142,194.186.248.220,158.69.216.70,212.117.180.107,21.4602968693,15
0B48995311810F7D1D5EC9313CB8E6C17A433D6F,0BA30A3D11B73F95D1447CC9B35BE5F0681D5A1C,0C974DC26F5236F374465E8223B0FBF2D6987F17,178.62.55.136,5.199.133.193,213.126.78.59,16.07030797,16
0C9B3C686421C5A8C20BAA0D7369CD929F43A174,0D4600825CAFA53099A7DD398EF5C4F4D3FC8407,0E4F90FB5688BCDEABE0630CD2A871B3F62A6FE9,80.244.243.158,75.97.137.234,76.182.87.103,8.57187604904,17
0E5F16F6BBE6E340834AAEB3DB8557A71852ECB0,0EE1E92D8A5129F36856B1D6B47DC13FED3BB5D6,0FACE48BD5771F1D6AD3610673D4D3620A5292E9
0FADA801B150261109DD1F492BB10CE39C83A782,10582C360E972EE76B0DB1C246F4E892A6BF5465,10FDA609624925659622F89107C8494B6033A7FA,188.119.151.108,178.32.53.53,194.104.0.100,15.5056898594,19
10FF7F58BD1DF25057597989B776DD4DD478D280,11D3B8E69376821EADF6B61F48020AA0E832B012,12705256000C108C5327357798D9270B5AC8BF84,82.146.55.162,188.22.116.53,103.252.221.229,3.10003185272,20
1276EF321F35BAB463E70089673A704C5E2F64D5,13101F69F75E3C431D2CC6FC862026BB22181BB2,13AAC36BE6930EFE8E762B82DD0B30816CD2A26E,89.34.26.195,86.166.89.62,82.165.148.163,2.9679441452,21
13B70FC729500D9A629672163C625361346F1D3D,14CF9D947BF30DD1134A69A39FBBA8325412A7F6,15B4C83FB3F35218132B04DEA68CC70E132444C3,158.69.149.225,1.34.216.226,174.67.217.118,3.35954499245,22
15BA48BD8EA3FE9E85FEEF191DEE3D1EA0E031C2,16B287B4F584893A73031A903B2B6AA8A85AB521,179B10784BF8955C73313CCB195904AE133E5F53,145.133.41.132,188.166.41.88,37.59.47.27,5.65541291237,23
179C710B8295E7BF5BCB2B11896CECA67C3ABA6F,187AD4F5A0A6F368259695BC686A8F5ED349491E,1944F3A473CB77B12BDB4E3D15963A24DF58E4E7,87.106.191.95,85.14.240.32,146.185.189.197,5.82762289047,24
194F1DA6E4BC3D2AB014594950590D70C4F8A282,1A6AE7AA3DAB873CD0187066C36435C3E941DF7A,1B961D7EA508A1798FCD72615B1F71DA6CC4D995,77.2.155.199,87.236.215.83,164.132.90.221,5.42466187477,25
1B96825CDC0B099C8F8CA3FBE7105FFA197007E9,1CA575964DF3AF8806C39BE4D1E3B9AA0AD6D208,1DCAA6E689E1DDED332E0C1B3D0CDDF2F9ABC285,216.115.3.26,89.66.72.17,5.9.128.186,5.35280799866,26
1DD22CCF2277A8F497049FF32BD3818387EFC811,1F0BA7CC18009E6DDF3F7A72CF54B057AD4A4F94,1FFE5A45E3B1BF39F07CC32E187B8BCF7978FD34
1FFEA4E2323E4CBEC00E2382718896B78C24C65C,210E11F4BE8C374E1C19CF0008BAF5E94F7B5EBA,2224E7AF8101885850EC7F2F9EB99F823E8014BE,188.166.36.191,109.230.238.165,185.61.149.118,7.35740995407,28
22348B11AB05EAEB2F38F02D78F08FB257884457,231C2B9C8C31C295C472D031E06964834B745996,2419F2F1EFF9AAB703C1CC958AA73DDEDF6782AA,46.118.39.9,37.200.98.5,87.147.150.179,11.7202908993,29
241C0134A6F62F40D378562B348531E51B946A07,25338084B345834D4E9B5AF617AD32D866219C82,265A5B74557ADB2011AF5F45332CB46F86F52194,178.79.139.17,176.199.168.230,37.24.236.136,18.405408144,30
265C9D7D4372A058D8549F0AE61BEB6FACF30B35,27E6E8E19C46751E7312420723C6162FF3356A4C,292F461ED766A798779E0FF8FC5DF40F9F1CBA6A
