
000149E6EF7102AACA9690D6E8DD2932124B94AB,000A10D43011EA4928A35F610405F92B4433B4DC,0011BD2485AD45D984EC4159C88FC066E5E3300E,95.215.44.189,73.202.60.9,162.247.72.201,11.4411709309,0,SE,EU,Europe/Stockholm,frozenset([]),59.6749712,14.5208584,US,NA,None,frozenset([]),39.7837304,-100.4458824,US,NA,America/New_York,frozenset(['NY']),39.7837304,-100.4458824,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
001524DD403D729F08F7E5D77813EF12756CFA8D,002121252467538C9DA1BC2378997E64629814F6,003DF2B5E92BA2DFA113687ECB4FCD21FF8BE93F,185.13.39.197,46.4.253.194,128.199.199.120,7.70957589149,1,FR,EU,Europe/Paris,frozenset([]),46.603354,1.8883335,DE,EU,None,frozenset([]),51.0834196,10.4234469,SG,AS,Asia/Singapore,frozenset([]),1.357107,103.8194992,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
0041E0150B0A307506C2863EFC9F2B7E3A523B36,007900928C7D38CFDCB3BC8407CAD6EE57A24FE2,00A86F4BF1967CD21C77234DE22AA44BD0D3EEED,91.96.6.151,88.198.11.171,95.82.182.222,4.1004960537,2,DE,EU,Europe/Berlin,frozenset(['NI']),51.0834196,10.4234469,DE,EU,Europe/Berlin,frozenset(['BY']),51.0834196,10.4234469,CZ,EU,Europe/Prague,frozenset([]),49.8167003,15.4749544,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
00B22A39464D8A0F6879B83F8E5AA8E2830F740C,00CCD0324D9E09D15F13991E0EEDFCFD060A975D,0102904174C0183003BA06D901154ACC98DB993E,92.211.32.51,185.100.87.58,91.96.32.184,1.79392910004,3,DE,EU,Europe/Berlin,frozenset(['BY']),51.0834196,10.4234469,
0107FADFA72A81534FA8A590F1378207EDCCC8F3,0128115EC4CC35785E005F0BF2FEDF7ECDC4F03B,0158C3E7441C85E7F531F30EE55D65F3E4701FAF
0158DFE5682F2050CF031B373CBA62F167B1B456,01A9258A46E97FF8B2CAC7910577862C14F2C524,01E5E84B8A4F18EB3B21F52D9792E803C14E7464,109.75.184.77,193.171.202.146,185.45.13.90,4.78116488457,5,DE,EU,None,frozenset([]),51.0834196,10.4234469,AT,EU,Europe/Vienna,frozenset([]),47.2000338,13.199959,RO,EU,Europe/Bucharest,frozenset([]),45.9852129,24.6859225,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
000149E6EF7102AACA9690D6E8DD2932124B94AB,000A10D43011EA4928A35F610405F92B4433B4DC,0011BD2485AD45D984EC4159C88FC066E5E3300E,95.215.44.189,73.202.60.9,162.247.72.201,1.77499198914,0,SE,EU,Europe/Stockholm,frozenset([]),59.6749712,14.5208584,US,NA,None,frozenset([]),39.7837304,-100.4458824,US,NA,America/New_York,frozenset(['NY']),39.7837304,-100.4458824,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
001524DD403D729F08F7E5D77813EF12756CFA8D,002121252467538C9DA1BC2378997E64629814F6,003DF2B5E92BA2DFA113687ECB4FCD21FF8BE93F,185.13.39.197,46.4.253.194,128.199.199.120,4.69449806213,1,FR,EU,Europe/Paris,frozenset([]),46.603354,1.8883335,DE,EU,None,frozenset([]),51.0834196,10.4234469,SG,AS,Asia/Singapore,frozenset([]),1.357107,103.8194992,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
0041E0150B0A307506C2863EFC9F2B7E3A523B36,007900928C7D38CFDCB3BC8407CAD6EE57A24FE2,00A86F4BF1967CD21C77234DE22AA44BD0D3EEED,91.96.6.151,88.198.11.171,95.82.182.222,4.21792912483,2,DE,EU,Europe/Berlin,frozenset(['NI']),51.0834196,10.4234469,DE,EU,Europe/Berlin,frozenset(['BY']),51.0834196,10.4234469,CZ,EU,Europe/Prague,frozenset([]),49.8167003,15.4749544,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
000149E6EF7102AACA9690D6E8DD2932124B94AB,000A10D43011EA4928A35F610405F92B4433B4DC,0011BD2485AD45D984EC4159C88FC066E5E3300E,95.215.44.189,73.202.60.9,162.247.72.201,1.66289591789,0,SE,EU,Europe/Stockholm,frozenset([]),59.6749712,14.5208584,US,NA,None,frozenset([]),39.7837304,-100.4458824,US,NA,America/New_York,frozenset(['NY']),39.7837304,-100.4458824,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
001524DD403D729F08F7E5D77813EF12756CFA8D,002121252467538C9DA1BC2378997E64629814F6,003DF2B5E92BA2DFA113687ECB4FCD21FF8BE93F,185.13.39.197,46.4.253.194,128.199.199.120,3.09845781326,1,FR,EU,Europe/Paris,frozenset([]),46.603354,1.8883335,DE,EU,None,frozenset([]),51.0834196,10.4234469,SG,AS,Asia/Singapore,frozenset([]),1.357107,103.8194992,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
0041E0150B0A307506C2863EFC9F2B7E3A523B36,007900928C7D38CFDCB3BC8407CAD6EE57A24FE2,00A86F4BF1967CD21C77234DE22AA44BD0D3EEED,91.96.6.151,88.198.11.171,95.82.182.222,5.85459089279,2,DE,EU,Europe/Berlin,frozenset(['NI']),51.0834196,10.4234469,DE,EU,Europe/Berlin,frozenset(['BY']),51.0834196,10.4234469,CZ,EU,Europe/Prague,frozenset([]),49.8167003,15.4749544,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
00B22A39464D8A0F6879B83F8E5AA8E2830F740C,00CCD0324D9E09D15F13991E0EEDFCFD060A975D,0102904174C0183003BA06D901154ACC98DB993E,92.211.32.51,185.100.87.58,91.96.32.184,1.87395691872,3,DE,EU,Europe/Berlin,frozenset(['BY']),51.0834196,10.4234469,
0107FADFA72A81534FA8A590F1378207EDCCC8F3,0128115EC4CC35785E005F0BF2FEDF7ECDC4F03B,0158C3E7441C85E7F531F30EE55D65F3E4701FAF,86.173.148.59,5.228.13.82,212.64.32.68,1.64333701134,4,GB,EU,Europe/London,frozenset(['OXF', 'ENG']),54.7023545,-3.2765752,RU,EU,None,frozenset([]),64.6863136,97.7453061,NL,EU,Europe/Amsterdam,frozenset([]),26.1630556,94.5884911,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
0158DFE5682F2050CF031B373CBA62F167B1B456,01A9258A46E97FF8B2CAC7910577862C14F2C524,01E5E84B8A4F18EB3B21F52D9792E803C14E7464,109.75.184.77,193.171.202.146,185.45.13.90,1.68485593796,5,DE,EU,None,frozenset([]),51.0834196,10.4234469,AT,EU,Europe/Vienna,frozenset([]),47.2000338,13.199959,RO,EU,Europe/Bucharest,frozenset([]),45.9852129,24.6859225,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
01E80769F0739B5FE49BA0343E7F0249350A0BD6,021E5D999711FD43EAE183F0997DD91CA24C2270,0269165034C5586D6551CCCFA8940D2305948754,217.13.197.5,50.177.41.114,146.0.43.126,1.67714905739,6,DE,EU,None,frozenset([]),51.0834196,10.4234469,US,NA,America/New_York,frozenset(['MA']),39.7837304,-100.4458824,DE,EU,None,frozenset([]),51.0834196,10.4234469,103.246.87.147,34002,IN,AS,Asia/Kolkata,frozenset([]),22.3511148,78.6677428
029E107A59D2B4FEBD06A6115167BD6D048D9C0A,0305B2E63862B6ADB40C7A93FDFA58D5DDFF5968,0339F0ECF86A44BDC6343ADD3872F81C6CD92048
000149E6EF7102AACA9690D6E8DD2932124B94AB,000A10D43011EA4928A35F610405F92B4433B4DC,0011BD2485AD45D984EC4159C88FC066E5E3300E
